,varname,Locator Type,locname,Wall Layer,pipename,Pipe Number,out_unit,Description,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output,variable_output
280,LIQC,BRANCH,FP_TUB_W01,,,,(M3),Total liquid content in branch,20611270.0,18462460.0,18962260.0,18717460.0,18494200.0,18261780.0,18104270.0,18021720.0,17989690.0,17975360.0,17981880.0,17994040.0,17997800.0,17998060.0,17997870.0,17997650.0,17997530.0,17997480.0,17997440.0,17997370.0,17997290.0,17997220.0,17997130.0,17997030.0,17996940.0,17996850.0,17996770.0,17996700.0,17996630.0,17996560.0,17996500.0,17996440.0,17996380.0,17996330.0,17996280.0,17996220.0,17996180.0,17996130.0,17996080.0,17996040.0,17996000.0,17995960.0,17995920.0,17995880.0,17995850.0,17995810.0,17995780.0,17995750.0,17995720.0,17995680.0,17995650.0,17995620.0,17995980.0,17995580.0,17995560.0,17995540.0,17995510.0,17995490.0,17995460.0,17995430.0,17995400.0,17995380.0,17995360.0,17995340.0,17995320.0,17995300.0,17995280.0,17995260.0,17995240.0,17995220.0,17995210.0,17995190.0,17995170.0,17995160.0,17995140.0,17995120.0,17995110.0,17995090.0,17995070.0,17995060.0,17995050.0,17995030.0,17995020.0,17995000.0,17994990.0,17994980.0,17994960.0,17994950.0,17994940.0,17994920.0,17994910.0,17994900.0,17994890.0,17994870.0,17994860.0,17994850.0,17994840.0,17994830.0,17994820.0,17994810.0,17994800.0,17994790.0,17994780.0,17994770.0,17994760.0,17994750.0,17994740.0,17994730.0,17994720.0,17994710.0,17994700.0,17994690.0,17994690.0,17994670.0,17994670.0,17994660.0,17994650.0,17994640.0,17994630.0,17994630.0,17994620.0,17994610.0,17994600.0,17994600.0,17994590.0,17994580.0,17994570.0,17994570.0,17994560.0,17994550.0,17994550.0,17994540.0,17994540.0,17994530.0,17994520.0,17994510.0,17994510.0,17994500.0,17994500.0,17994490.0,17994490.0,17994480.0,17994470.0,17994470.0,17994470.0
281,WATC,BRANCH,FP_TUB_W01,,,,(M3),Total water content in branch,16896100.0,15786690.0,17026600.0,17406930.0,17544570.0,17512800.0,17448850.0,17402390.0,17381760.0,17371090.0,17376530.0,17388430.0,17393020.0,17393730.0,17393720.0,17393580.0,17393490.0,17393460.0,17393420.0,17393350.0,17393280.0,17393200.0,17393110.0,17393000.0,17392900.0,17392810.0,17392720.0,17392640.0,17392560.0,17392490.0,17392420.0,17392350.0,17392290.0,17392230.0,17392180.0,17392120.0,17392070.0,17392020.0,17391970.0,17391930.0,17391880.0,17391840.0,17391800.0,17391760.0,17391720.0,17391680.0,17391650.0,17391610.0,17391580.0,17391550.0,17391510.0,17391480.0,17391460.0,17391440.0,17391410.0,17391390.0,17391360.0,17391340.0,17391310.0,17391280.0,17391250.0,17391230.0,17391210.0,17391190.0,17391160.0,17391140.0,17391120.0,17391100.0,17391080.0,17391060.0,17391040.0,17391030.0,17391010.0,17390990.0,17390970.0,17390950.0,17390940.0,17390920.0,17390910.0,17390890.0,17390870.0,17390860.0,17390840.0,17390830.0,17390810.0,17390800.0,17390790.0,17390770.0,17390760.0,17390750.0,17390730.0,17390720.0,17390710.0,17390700.0,17390680.0,17390670.0,17390660.0,17390650.0,17390640.0,17390630.0,17390620.0,17390610.0,17390600.0,17390580.0,17390580.0,17390570.0,17390550.0,17390550.0,17390530.0,17390530.0,17390520.0,17390510.0,17390500.0,17390490.0,17390480.0,17390470.0,17390460.0,17390460.0,17390450.0,17390440.0,17390430.0,17390420.0,17390410.0,17390410.0,17390400.0,17390390.0,17390380.0,17390380.0,17390370.0,17390370.0,17390350.0,17390350.0,17390350.0,17390340.0,17390330.0,17390320.0,17390320.0,17390310.0,17390300.0,17390300.0,17390290.0,17390290.0,17390280.0,17390270.0,17390270.0
414,MDTHYD,BRANCH,FP_XT-JUMPER_W01,,,,(C),Maximum difference between hydrate and section temp since last write,88.65139,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943,72.83943
415,MDTPOS,BRANCH,FP_XT-JUMPER_W01,,,,(M),Distance where section and hydrate temperature differs most since last write,88.42058,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845,68.89845
420,DPBR,BRANCH,FP_XT-JUMPER_W01,,,,(PA),Total pressure drop,2286998.0,3212581.0,3293799.0,3551130.0,3786224.0,3947870.0,4023599.0,4046975.0,4051006.0,4052721.0,4042076.0,4037030.0,4037811.0,4038269.0,4038399.0,4038493.0,4038511.0,4038513.0,4038544.0,4038598.0,4038645.0,4038700.0,4038768.0,4038834.0,4038893.0,4038951.0,4039006.0,4039059.0,4039106.0,4039154.0,4039198.0,4039238.0,4039280.0,4039322.0,4039358.0,4039397.0,4039430.0,4039466.0,4039500.0,4039533.0,4039558.0,4039591.0,4039619.0,4039647.0,4039673.0,4039700.0,4039725.0,4039748.0,4039772.0,4039797.0,4039819.0,4039841.0,4039858.0,4039878.0,4039897.0,4039913.0,4039932.0,4039952.0,4039973.0,4039994.0,4040010.0,4040023.0,4040042.0,4040056.0,4040072.0,4040087.0,4040101.0,4040115.0,4040133.0,4040143.0,4040160.0,4040173.0,4040184.0,4040196.0,4040211.0,4040221.0,4040232.0,4040248.0,4040258.0,4040270.0,4040280.0,4040291.0,4040302.0,4040312.0,4040322.0,4040332.0,4040343.0,4040352.0,4040362.0,4040372.0,4040380.0,4040389.0,4040397.0,4040408.0,4040414.0,4040424.0,4040433.0,4040442.0,4040450.0,4040458.0,4040466.0,4040472.0,4040481.0,4040489.0,4040495.0,4040504.0,4040511.0,4040518.0,4040522.0,4040530.0,4040538.0,4040544.0,4040550.0,4040557.0,4040564.0,4040566.0,4040576.0,4040583.0,4040588.0,4040593.0,4040600.0,4040606.0,4040611.0,4040615.0,4040621.0,4040626.0,4040632.0,4040636.0,4040640.0,4040648.0,4040654.0,4040656.0,4040659.0,4040668.0,4040674.0,4040676.0,4040679.0,4040686.0,4040691.0,4040697.0,4040698.0,4040702.0,4040710.0,4040711.0,4040713.0
421,DPGBR,BRANCH,FP_XT-JUMPER_W01,,,,(PA),Gravitational pressure drop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,LIQC,BRANCH,FP_XT-JUMPER_W01,,,,(M3),Total liquid content in branch,3586572.0,5748819.0,5253571.0,5503626.0,5730498.0,5965240.0,6123967.0,6207029.0,6239216.0,6253593.0,6247058.0,6234895.0,6231144.0,6230879.0,6231062.0,6231280.0,6231402.0,6231447.0,6231486.0,6231557.0,6231629.0,6231704.0,6231793.0,6231891.0,6231981.0,6232070.0,6232150.0,6232226.0,6232293.0,6232362.0,6232424.0,6232484.0,6232540.0,6232596.0,6232646.0,6232702.0,6232744.0,6232795.0,6232837.0,6232885.0,6232919.0,6232962.0,6233001.0,6233038.0,6233071.0,6233109.0,6233143.0,6233174.0,6233205.0,6233236.0,6233268.0,6233298.0,6233321.0,6233346.0,6233370.0,6233391.0,6233413.0,6233440.0,6233467.0,6233498.0,6233522.0,6233541.0,6233563.0,6233585.0,6233604.0,6233623.0,6233643.0,6233663.0,6233681.0,6233701.0,6233719.0,6233738.0,6233752.0,6233769.0,6233786.0,6233804.0,6233815.0,6233835.0,6233850.0,6233865.0,6233878.0,6233892.0,6233906.0,6233922.0,6233934.0,6233947.0,6233961.0,6233972.0,6233985.0,6234000.0,6234012.0,6234021.0,6234032.0,6234048.0,6234056.0,6234068.0,6234079.0,6234094.0,6234103.0,6234112.0,6234122.0,6234133.0,6234143.0,6234153.0,6234162.0,6234173.0,6234181.0,6234192.0,6234197.0,6234209.0,6234217.0,6234228.0,6234232.0,6234244.0,6234252.0,6234258.0,6234267.0,6234277.0,6234284.0,6234292.0,6234296.0,6234309.0,6234314.0,6234322.0,6234326.0,6234335.0,6234342.0,6234350.0,6234352.0,6234362.0,6234371.0,6234376.0,6234378.0,6234386.0,6234396.0,6234401.0,6234404.0,6234413.0,6234419.0,6234425.0,6234430.0,6234435.0,6234442.0,6234447.0,6234447.0
423,WATC,BRANCH,FP_XT-JUMPER_W01,,,,(M3),Total water content in branch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,TVALVEOUT,CHOKE,VLV_DS-GL_ANN_W01,,,,(C),Temperature at valve outlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,VALVOP,CHOKE,VLV_DS-GL_ANN_W01,,,,(-),Relative valve opening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,TVALVE,CHOKE,PCV_W01,,,,(C),Valve temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,VALVOP,CHOKE,PCV_W01,,,,(-),Relative valve opening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,VALVDP,CHOKE,PCV_W01,,,,(PA),Subcritical pressure drop across valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,CV,CHOKE,PCV_W01,,,,(-),Valve CV (0 for chokes),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,TVALVEOUT,CHOKE,PCV_W01,,,,(C),Temperature at valve outlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,PTBOU,NODE,NODE_OUTLET,,,,(PA),Pressure at boundary node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,TMBOU,NODE,NODE_OUTLET,,,,(C),Fluid temperature at boundary node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,GTBOU,NODE,NODE_OUTLET,,,,(KG/S),Total mass flow at boundary node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,GLTWTBOU,NODE,NODE_OUTLET,,,,(KG/S),Water mass flow at boundary node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,GLTHLBOU,NODE,NODE_OUTLET,,,,(KG/S),Oil mass flow at boundary node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,GGBOU,NODE,NODE_OUTLET,,,,(KG/S),Gas mass flow at boundary node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,ACCLIQ,POSITION,POS_TUBINGHEAD_ANN_W01,,,,(M3),Accumulated liquid volume flow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,ACCLIQ,POSITION,POS_GASLIFT_ANN_W01,,,,(M3),Accumulated liquid volume flow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,ACCLIQ,POSITION,POS_DS-GASLIFT_ANN_W01,,,,(M3),Accumulated liquid volume flow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,ACCLIQ,POSITION,POS_BOTTOMHOLE_ANN_W01,,,,(M3),Accumulated liquid volume flow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,QLST,POSITION,POS_TUBINGHEAD_ANN_W01,,,,(SM3/S),Liquid volume flow at standard conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,QLST,POSITION,POS_GASLIFT_ANN_W01,,,,(SM3/S),Liquid volume flow at standard conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,QLST,POSITION,POS_DS-GASLIFT_ANN_W01,,,,(SM3/S),Liquid volume flow at standard conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,QLST,POSITION,POS_BOTTOMHOLE_ANN_W01,,,,(SM3/S),Liquid volume flow at standard conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,QGST,POSITION,POS_TUBINGHEAD_ANN_W01,,,,(SM3/S),Gas volume flow at standard conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,QGST,POSITION,POS_GASLIFT_ANN_W01,,,,(SM3/S),Gas volume flow at standard conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,QGST,POSITION,POS_DS-GASLIFT_ANN_W01,,,,(SM3/S),Gas volume flow at standard conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,QGST,POSITION,POS_BOTTOMHOLE_ANN_W01,,,,(SM3/S),Gas volume flow at standard conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,QOST,POSITION,POS_TUBINGHEAD_ANN_W01,,,,(SM3/S),Oil volume flow at standard conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,QOST,POSITION,POS_GASLIFT_ANN_W01,,,,(SM3/S),Oil volume flow at standard conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,QOST,POSITION,POS_DS-GASLIFT_ANN_W01,,,,(SM3/S),Oil volume flow at standard conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,QOST,POSITION,POS_BOTTOMHOLE_ANN_W01,,,,(SM3/S),Oil volume flow at standard conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,QWST,POSITION,POS_TUBINGHEAD_ANN_W01,,,,(SM3/S),Water volume flow at standard conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,QWST,POSITION,POS_GASLIFT_ANN_W01,,,,(SM3/S),Water volume flow at standard conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,QWST,POSITION,POS_DS-GASLIFT_ANN_W01,,,,(SM3/S),Water volume flow at standard conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,QWST,POSITION,POS_BOTTOMHOLE_ANN_W01,,,,(SM3/S),Water volume flow at standard conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,QWTST,POSITION,POS_TUBINGHEAD_ANN_W01,,,,(SM3/S),Total water (liquid and vapour) volume flow at standard conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
